id,name,dynasty,poem_count,cbdb_id,gis_x,gis_y,primary_addr,rel_師承,rel_詩社,rel_文風效法,rel_其他
1293,方一夔,宋,853,,,,,,,,
1294,王令,宋,846,3967,119.437187,32.39127,廣陵,,,,
1295,薛季宣,宋,841,10578,120.653221,28.018291,永嘉,,,,
1296,杨亿,宋,835,7097,118.536255,27.924686,浦城,22072(-9999),,,
1297,王质,宋,822,7079,115.665085,36.236708,莘縣,,,,
1298,释智愚,宋,814,53690,121.54265594,29.866315842,明州,,,,
1299,汪元量,宋,807,,,,,,,,
1300,王柏,宋,797,10706,119.649918,29.104712,金華,,,,
1301,曾巩,宋,794,7364,116.52993,27.214306,南豐,,,,
1302,许景衡,宋,794,8061,120.653221,28.018291,永嘉,,,,
1303,李龏,宋,793,41398,120.618622,31.31271,吳縣,,,,
1304,刘弇,宋,773,12157,114.608452,27.382462,安福,,,,
1305,廖行之,宋,762,27711,112.597038,26.901617,衡陽,,,,
1306,陈著,宋,754,10543,121.40690613,29.651657104,奉化州,,,,
1307,朱松,宋,745,11904,117.844589,29.244728,婺源,,,,
1308,李廌,宋,737,14299,116.282559,35.956072,須城,,,,
1309,文彦博,宋,735,1953,111.912163,37.026474,介休,,,,20221(贈詩); 20221(贈詩)
1310,沈辽,宋,735,1453,120.168625,30.294125,錢塘,,,,
1311,杨公远,宋,734,,,,,,,,
1312,戴表元,宋,730,,,,,,,,
1313,卫宗武,宋,725,12077,121.227638,31.009476,華亭,,,,
1314,赵秉文,宋,724,690309,114.374245,36.359043,磁州,,,,
1315,叶适,宋,721,10749,120.653221,28.018291,永嘉,,,,
1316,毛滂,宋,718,3672,120.753204,30.767469,嘉興,,,,
1317,蔡襄,宋,717,1651,118.68367004,25.364557266,仙遊,,,,
1318,刘过,宋,717,27720,120.94823456,31.386108398,崑山,,,,
1319,韩驹,宋,714,11957,104.077438,29.65851,井研,,,,
1320,胡宿,宋,704,8064,119.952301,31.782784,晉陵,,,,
1321,陈渊,宋,699,3094,117.781792,26.39761,沙縣,,,,
1322,李洪,宋,696,19568,119.437187,32.39127,揚州,,,,
1323,吕陶,宋,696,1324,104.077995,30.650385,成都,,,,
1324,张元干,宋,694,19699,119.518837,25.959837,長樂,,,,
1325,张侃,宋,681,27791,119.437187,32.39127,揚州,,,,
1326,俞德邻,宋,680,,,,,,,,
1327,牟巘,宋,664,20743,120.099312,30.864964,烏程,,,,
1328,王禹偁,宋,664,3997,116.08870697,35.396209717,鉅野,,,,
1329,魏野,宋,664,21214,111.220055,35.137451,夏縣,,537536(-1),,
1330,郑獬,宋,662,13378,113.688919,31.263714,安陸,,,,
1331,黄庚,宋,660,11114,119.011101,25.433954,莆田,,,,
1332,萧立之,宋,659,685471,,,,,,,
1333,曹彦约,宋,653,10840,116.189186,29.272564,都昌,,,,
1334,周孚,宋,653,15270,117.00148773,36.650131226,歷城,,,,
1335,释智圆,宋,649,53689,120.168625,30.294125,錢塘,,,,
1336,范纯仁,宋,644,,,,,,,,
1337,释宗杲,宋,639,40712,118.74250031,30.946941376,宣州,,,,
1338,华岳,宋,638,,,,,,,,
1339,释师范,宋,636,53495,105.157631,31.63843,梓潼,,,,
1340,华镇,宋,633,13460,120.578262,30.004515,會稽,557038(-1); 557039(1058),,,
1341,释重显,宋,633,33232,121.406906,29.651657,奉化,,,,
1342,吴则礼,宋,620,4027,115.209625,29.83013,永興,,,,
1343,释元肇,宋,610,53075,,,,,,,
1344,吕南公,宋,609,19840,116.627449,27.559717,南城,,,,
1345,饶节,宋,609,24830,116.351341,27.984781,臨川,,,,
1346,刘一止,宋,606,3594,120.099312,30.864964,歸安,,,,
1347,郑思肖,宋,594,,,,,,,,
1348,释绍嵩,宋,593,53588,114.971275,27.103239,廬陵,,,,
1349,郑清之,宋,591,10363,121.542656,29.866316,鄞縣,,,,
1350,戴复古,宋,590,27757,121.258354,28.642613,黃巖,,,,
1351,朱翌,宋,590,3258,116.5672,30.630346,懷寧,,,,
1352,黄公度,宋,586,11110,119.011101,25.433954,莆田,,,,
1353,汪藻,宋,585,11625,117.580116,28.953411,德興,,,,
1354,苏籀,宋,581,1496,119.649918,29.104712,金華,,,,
1355,李处权,宋,576,16818,116.584183,34.703617,豐縣,,,,
1356,沈与求,宋,567,1460,120.084801,30.553133,德清,,,,
1357,王庭圭,宋,566,,,,,,,,
1358,李觏,宋,561,3513,116.627449,27.559717,南城,,,,
1359,吴泳,宋,557,13809,120.099312,30.864964,烏程,,,,
1360,赵鼎,宋,557,8024,111.217209,35.357723,聞喜,,,,
1361,徐瑞,宋,552,,,,,,,,
1362,朱淑真,宋,551,39816,120.168625,30.294125,錢塘,,,,
1363,陈杰,宋,550,544341,115.785782,28.197754,豐城,,,,
1364,晏殊,宋,545,2073,116.351341,27.984781,臨川,,,,
1365,唐庚,宋,545,1598,103.512261,30.02619,丹稜,,,,
1366,叶茵,宋,544,36126,120.637787,31.167065,吳江,,,,
1367,释心月,宋,542,,,,,,,,
1368,李正民,宋,539,19567,119.437187,32.39127,揚州,,,,
1369,苏过,宋,535,19168,103.831459,30.050497,眉山,,,,
1370,冯时行,宋,534,13893,106.217262,29.599508,壁山,,,,
1371,艾性夫,宋,529,,,,,,,,
1372,吴文英,宋,524,46025,120.65322113,28.018291473,溫州,,,,
1373,钱时,宋,523,42101,118.965165,29.612287,淳安,,,,
1374,宋太宗,宋,521,,,,,,,,
1375,谢逸,宋,520,12331,116.351341,27.984781,臨川,,,,
1376,谢薖,宋,520,12332,116.351341,27.984781,臨川,,,,
1377,陈允平,宋,518,47753,121.406906,29.651657,奉化,,,,
1378,晏几道,宋,517,12352,116.351341,27.984781,臨川,,,,
1379,林逋,宋,513,29845,120.168625,30.294125,錢塘,,3483(1007); 557443(1007); 557445(1007),,
1380,丘葵,宋,511,,,,,,,,
1381,张方平,宋,505,217,115.646072,34.447662,宋城,,,,
1382,范仲淹,宋,498,8043,115.657387,39.019436,徐州,15852(1012),,,
1383,赵鼎臣,宋,498,395,114.77003,35.418397,韋城,,,,
1384,释慧远,宋,497,53853,103.831459,30.050497,眉山,,,,
1385,夏竦,宋,493,703,115.745026,29.330564,德安,,,,
1386,姜夔,宋,492,29608,116.663833,28.994167,鄱陽,,,,
1387,林景熙,宋,492,,,,,,,,
1388,黎廷瑞,宋,488,,,,,,,,
1389,张纲,宋,487,252,119.569855,31.995802,丹陽,,,,
1390,蒲寿宬,宋,484,,,,,,,,
1391,赵长卿,宋,482,50707,,,,,,,
1392,刘黻,宋,482,27793,120.957687,28.130676,樂清,,,,
1393,张舜民,宋,481,291,108.077988,35.039658,新平,,,,
1394,王安中,宋,480,8143,112.736015,38.08202,陽曲,,,,
1395,释行海,宋,480,,,,,,,,
1396,邓肃,宋,478,27770,117.781792,26.39761,沙縣,,,,
1397,陈藻,宋,477,22966,118.68367004,25.364557266,仙遊,,,,
1398,葛立方,宋,475,3462,119.569855,31.995802,丹陽,,,,
1399,释宝昙,宋,474,40366,103.751564,29.570686,龍遊,,,,
1400,冯山,宋,472,3314,105.3245163,30.112699509,安岳,,,,484860(臨別贈言)
1401,陈文蔚,宋,471,22004,117.96489,28.450691,上饒,,,,
1402,杜范,宋,470,119827,,,,,,,
1403,谢翱,宋,469,,,,,,,,
1404,杨冠卿,宋,468,27710,112.190773,30.350445,江陵,,,,
1405,释清远,宋,467,53514,103.45682526,30.416589737,邛州,,,,
1406,张扩,宋,461,10133,118.433945,29.86577,歙縣,,,,
1407,李復,宋,460,13458,120.973587,29.952654,上虞,,,,
1408,米芾,宋,459,3676,112.158699,32.026524,襄陽,,,,
1409,晁公遡,宋,449,10878,116.08870697,35.396209717,鉅野,,,,
1410,寇准,宋,444,96326,,,,,,,
1411,许月卿,宋,438,33263,117.844589,29.244728,婺源,,,,
1412,刘摰,宋,438,,,,,,,,
1413,王禹称,宋,438,,,,,,,,
1414,宋伯仁,宋,437,10664,114.723068,36.701031,洺州,,,,
1415,蔡戡,宋,436,3860,119.952301,31.782784,武進,,,,
1416,周文璞,宋,435,42614,115.895768,36.230215,陽穀,,,,
1417,宋徽宗,宋,435,,,,,,,,
1418,汪莘,宋,434,24833,116.351341,27.984781,臨川,,,,
1419,裘万顷,宋,428,27715,115.89772,28.674896,新建,,,,
1420,刘才邵,宋,427,1237,114.971275,27.103239,廬陵,,,,
1421,王珪,宋,425,1845,104.077995,30.650385,華陽,,557447(1085),,
1422,林同,宋,424,11457,119.381439,25.727917,福清,,,,
1423,张九成,宋,423,12431,120.168625,30.294125,錢塘,,,,
1424,刘学箕,宋,412,11838,118.026779,27.756025,崇安,,,,
1425,仲并,宋,408,7023,119.437187,32.39127,江都,,,,
1426,张炎,宋,406,14011,105.7258,34.5853,成紀,,,,
1427,薛嵎,宋,406,33275,120.653221,28.018291,永嘉,,,,
1428,毕仲游,宋,404,,,,,,,,
1429,陈棣,宋,400,3064,120.288155,28.143875,青田,,,,
1430,苏舜钦,宋,399,7064,104.932282,30.767679,銅山,,,,
1431,徐照,宋,394,44992,120.653221,28.018291,永嘉,,,,
1432,陆佃,宋,394,8098,120.578262,30.004515,山陰,557033(1050),,,
1433,马廷鸾,宋,391,15501,117.124092,28.964994,樂平,,,,
1434,杨时,宋,388,2022,117.455017,26.720821,將樂,,,,
1435,李吕,宋,387,3517,117.333252,27.539524,光澤,,,,
1436,徐钧,宋,387,36670,,,,,,,
1437,朱敦儒,宋,383,16669,114.302086,25.118843,保昌,,,,
1438,宋无,宋,383,,,,,,,,
1439,叶梦得,宋,381,2054,120.618622,31.31271,吳縣,,,,7007(詩稱道)
1440,柳永,宋,374,43739,118.026779,27.756025,崇安,,,,
1441,徐鹿卿,宋,373,25776,115.785782,28.197754,豐城,,,,
1442,阳枋,宋,373,27800,106.212257,29.862469,巴川,,,,
1443,周邦彦,宋,370,16567,120.168625,30.294125,錢塘,,,,
1444,释崇岳,宋,369,,,,,,,,
1445,释祖钦,宋,368,,,,,,,,
1446,欧阳澈,宋,364,24851,116.061584,27.75564,崇仁,,,,
1447,王之望,宋,362,1787,121.120598,28.843132,臨海,,,,
1448,释广闻,宋,362,53821,119.321577,26.073954,侯官,,,,
1449,刘跂,宋,360,3583,116.286201,37.450664,將陵,,,,
1450,曾协,宋,358,3907,120.084801,30.553133,德清,,,,
1451,陈淳,宋,356,10882,117.653053,24.511744,龍溪,,,,
1452,顾逢,宋,356,,,,,,,,
1453,释如净,宋,354,,,,,,,,
1454,王灼,宋,351,35058,105.570206,30.503918,小溪,,,,
1455,王铚,宋,351,7372,115.809013,32.903057,汝陰,,,,
1456,杨杰,宋,351,12988,117.911316,31.298515,無為,,,,
1457,洪朋,宋,351,10615,115.89772,28.674896,南昌,,,,
1458,释法熏,宋,344,,,,,,,,
1459,刘挚,宋,343,8089,116.282559,35.956072,須城,1230(1044); 19673(1044); 33290(1044),,,
1460,彭龟年,宋,342,14833,115.398987,28.015566,清江,,,,
1461,范祖禹,宋,341,7026,104.077995,30.650385,華陽,,,,
1462,汪炎昶,宋,337,,,,,,,,
1463,赵文,宋,336,24726,103.456825,30.41659,臨邛,,,,
1464,王镃,宋,334,534123,115.398987,28.015566,清江,,,,
1465,葛绍体,宋,333,33286,121.258354,28.642613,黃巖,,,,
1466,释惟一,宋,333,53531,,,,,,,
1467,洪刍,宋,332,10617,115.89772,28.674896,南昌,,,,
1468,释智朋,宋,330,,,,,,,,
1469,王寂,宋,328,17425,117.00148773,36.650131226,歷城,,,,
1470,张继先,宋,327,47350,,,,,,,
1471,于石,宋,326,,,,,,,,
1472,王阮,宋,325,35278,115.745026,29.330564,德安,,,,
1473,高斯得,宋,319,13847,103.502586,30.214197,蒲江,41054(-1),,,
1474,王义山,宋,318,,,,,,,,
1475,朱继芳,宋,318,40057,118.323784,27.038864,建安,,,,
1476,周弼,宋,315,40170,114.346001,33.007538,汝陽,,,,
1477,袁燮,宋,315,10289,121.542656,29.866316,鄞縣,,,,
1478,赵炅,宋,313,9002,115.646072,34.447662,宋城,,,,
1479,李昴英,宋,312,17116,113.256066,23.134624,番禺,,,,
1480,段成己,宋,311,,,,,,,,
1481,释慧开,宋,308,53847,120.16862488,30.294124603,杭州,,,,
1482,晁公溯,宋,308,,,,,,,,
1483,方蒙仲,宋,307,11305,119.011101,25.433954,莆田,,,,
1484,高翥,宋,304,30227,121.152763,30.049067,餘姚,,,,
1485,吴龙翰,宋,303,,,,,,,,
1486,邓深,宋,303,1628,113.018793,28.60332,湘陰,,,,
1487,周麟之,宋,303,8034,119.91124,32.495872,海陵,,,,
1488,石介,宋,300,17935,117.126519,36.182097,奉符,,,,
1489,晁冲之,宋,299,10876,116.08870697,35.396209717,鉅野,,,,
1490,释子淳,宋,299,53027,105.157631,31.63843,梓潼,,,,
1491,吴惟信,宋,297,,,,,,,,
1492,史弥宁,宋,296,18145,121.542656,29.866316,鄞縣,,,,
1493,李复,宋,296,13458,120.973587,29.952654,上虞,,,,
1494,舒亶,宋,295,1483,121.444199,29.979195,慈溪,,,,
1495,许棐,宋,295,27798,120.932022,30.517859,海鹽,,,,
1496,廖刚,宋,293,1144,117.806282,26.797091,順昌,,,,
1497,范浚,宋,290,16888,119.478851,29.204453,蘭溪,,,,
1498,罗公升,宋,290,52826,115.432716,27.322115,永豐,,,,
1499,赵汝鐩,宋,288,10507,113.838638,27.631424,萍鄉,,,,
1500,陶弼,宋,288,26942,111.750727,26.579952,祁陽,,,,
1501,敖陶孙,宋,287,12566,119.381439,25.727917,福清,,,,
1502,释了惠,宋,287,,,,,,,,
1503,陈襄,宋,287,7005,119.814385,31.363638,宜興,42323(-1),,,
1504,朱长文,宋,286,11316,120.618622,31.31271,吳縣,,,,
1505,释道璨,宋,286,34892,115.89772,28.674896,南昌,,,,
1506,龚璛,宋,282,,,,,,,,
1507,张先,宋,279,13742,114.34333,34.785477,開封,,,,
1508,真德秀,宋,279,10258,118.536255,27.924686,浦城,,,,
1509,周行己,宋,279,3244,120.653221,28.018291,永嘉,,,,
1510,释善珍,宋,277,53604,118.537849,24.953764,南安,,,,
1511,沈遘,宋,277,1449,120.168625,30.294125,錢塘,,,,
1512,高似孙,宋,275,13584,121.152763,30.049067,餘姚,,,,
1513,林季仲,宋,275,14355,120.653221,28.018291,永嘉,,,,
1514,员兴宗,宋,275,27397,104.143768,30.004446,仁壽,,,,
1515,程珌,宋,273,10755,118.17577362,29.781190872,休寧,,,,
1516,杨简,宋,272,15072,121.444199,29.979195,慈溪,,,,
1517,赵希逢,宋,270,50657,,,,,,,
1518,徐玑,宋,269,44994,120.653221,28.018291,永嘉,,,,
1519,洪皓,宋,268,10156,116.663833,28.994167,鄱陽,,,,
1520,陈舜俞,宋,267,27761,120.099312,30.864964,烏程,,,,
1521,施枢,宋,266,43098,119.44429016,32.206489563,丹徒,,,,
1522,释梵琮,宋,266,,,,,,,,
1523,王圭,宋,266,22117,120.94823456,31.386108398,崑山,,,,
1524,杨无咎,宋,264,,,,,,,,
1525,戴栩,宋,264,18685,120.653221,28.018291,永嘉,,,,
1526,连文凤,宋,263,,,,,,,,
1527,陈岩,宋,262,47678,120.556442,27.675718,平陽,,,,
1528,赵彦端,宋,262,25635,116.681953,28.691545,餘干,,,,
1529,张咏,宋,262,332,115.5583,35.61019,鄄城,,557446(-1),,
1530,度正,宋,261,13810,106.259559,30.003943,石照,,,,
1531,释普度,宋,261,53596,119.437187,32.39127,江都,,,,
1532,贾似道,宋,258,10374,121.026558,29.138258,天台,,,,
1533,黄庶,宋,258,12995,114.559631,29.038708,分寧,,,,
1534,释可湘,宋,256,,,,,,,,
1535,蔡伸,宋,253,12023,119.952301,31.782784,武進,,,,
1536,向子諲,宋,251,715,114.34333,34.785477,開封府,,,,
1537,陈起,宋,250,10880,120.168625,30.294125,錢塘,,,,
1538,田锡,宋,250,1615,108.94420624,34.266605377,京兆府,,,,
1539,乐雷发,宋,247,35298,111.938683,25.598452,寧遠,,,,
1540,赵汝腾,宋,246,10948,118.784904,26.60171,古田,,,,
1541,石孝友,宋,245,38658,115.89772,28.674896,南昌,,,,
1542,释月磵,宋,245,,,,,,,,
1543,释道宁,宋,244,53750,117.844589,29.244728,婺源,,,,
1544,张守,宋,244,8017,119.952301,31.782784,晉陵,,,,
1545,祖无择,宋,243,1717,114.226669,33.264837,上蔡,,,,
1546,赵佶,宋,240,9008,114.34333,34.785477,開封,,,,
1547,赵师侠,宋,238,14844,115.393806,27.759735,新淦,,,,
1548,释原妙,宋,238,,,,,,,,
1549,程垓,宋,237,49099,103.831459,30.050497,眉山,,,,
1550,释如珙,宋,237,,,,,,,,
1551,林亦之,宋,236,11073,119.381439,25.727917,福清,,,,
1552,史尧弼,宋,235,10640,103.512261,30.02619,丹稜,,,,
1553,周南,宋,234,7196,120.618622,31.31271,吳縣,,,,
1554,释守卓,宋,234,,,,,,,,
1555,舒邦佐,宋,233,27704,115.356644,28.861025,靖安,,,,
1556,严羽,宋,231,35294,117.483398,27.337692,邵武,,,,
1557,傅察,宋,231,14444,112.58267212,35.092437744,濟源,,,,
1558,赵师秀,宋,231,14993,120.653221,28.018291,永嘉,,,,
1559,释普济,宋,229,53597,,,,,,,
1560,释妙伦,宋,229,53283,121.258354,28.642613,黃巖,,,,
1561,丁谓,宋,227,1641,120.618622,31.31271,長洲,,,,
1562,赵善括,宋,227,27708,115.89772,28.674896,南昌,,,,
1563,晁端礼,宋,225,3023,116.08870697,35.396209717,鉅野,,,,
1564,陈深,宋,224,12632,119.011101,25.433954,莆田,,,,
1565,王奕,宋,222,134093,,,,,,,
1566,张埴,宋,221,3123,115.646072,34.447662,宋城,,,,
1567,张伯端,宋,219,47055,121.026558,29.138258,天台,,,,
1568,余靖,宋,219,12319,113.603417,24.810209,曲江,,,,
1569,刘筠,宋,219,10623,115.146522,36.275528,元城,,,,
1570,李若水,宋,218,10619,115.045477,36.873618,曲周,,,,
1571,葛长庚,宋,217,24353,118.862495,26.213224,閩清,,,,
1572,陈克,宋,217,10549,121.120598,28.843132,臨海,,,,
1573,释师观,宋,215,,,,,,,,
1574,袁甫,宋,210,10296,121.542656,29.866316,鄞縣,,,,
1575,段克己,宋,209,,,,,,,,
1576,汪梦斗,宋,208,,,,,,,,
1577,胡宏,宋,208,7252,118.026779,27.756025,崇安,,,,
1578,赵孟坚,宋,207,15106,120.932022,30.517859,海鹽,,,,
1579,宋白,宋,207,15396,115.13826,36.24564,大名,,,,
1580,释昙华,宋,207,40697,,,,,,,
1581,程洵,宋,207,21912,117.844589,29.244728,婺源,,,,
1582,翁卷,宋,207,35280,120.957687,28.130676,樂清,,,,
1583,徐元杰,宋,206,545959,117.96489,28.450691,上饒,,,,
1584,释斯植,宋,206,53650,,,,,,,
1585,释道颜,宋,205,53767,105.08757019,31.094619751,潼川府,,,,
1586,李壁,宋,202,13907,103.512261,30.02619,丹稜,,,,
1587,吕渭老,宋,199,42328,120.753204,30.767469,嘉興,,,,
1588,赵湘,宋,198,360,120.578262,30.004515,會稽,,,,
1589,赵汝燧,宋,198,,,,,,,,
1590,释慧晖,宋,196,53852,120.578262,30.004515,會稽,,,,
1591,吕祖谦,宋,194,7055,114.86549377,30.446989059,黃州,,,,
1592,陈元晋,宋,194,11959,116.061584,27.75564,崇仁,,,,
1593,洪炎,宋,194,10616,115.89772,28.674896,南昌,,,,
1594,释咸杰,宋,193,,,,,,,,
1595,陈亮,宋,192,3075,120.025253,28.897268,永康,,,,
1596,黄彦平,宋,191,15449,115.785782,28.197754,豐城,,,,
1597,滕岑,宋,190,51660,119.498856,29.544481,建德,,,,
1598,张商英,宋,189,272,103.810936,30.423536,新津,,,,
1599,释永颐,宋,189,53111,,,,,,,
1600,金君卿,宋,189,470,119.649918,29.104712,金華,,,,
1601,郑侠,宋,189,15296,119.381439,25.727917,福清,,,,
1602,周端臣,宋,188,42752,118.76899,32.052563,建康府,,,,
1603,家铉翁,宋,187,26431,103.831459,30.050497,眉山,,,,
1604,俞桂,宋,187,35295,120.168625,30.294125,仁和,,,,
1605,释大观,宋,186,,,,,,,,
1606,徐集孙,宋,185,46327,118.323784,27.038864,建安,,,,
1607,薛师石,宋,183,10580,120.653221,28.018291,永嘉,,,,
1608,胡铨,宋,183,10565,114.971275,27.103239,廬陵,,,,
1609,严粲,宋,183,35293,117.483398,27.337692,邵武,,,,
1610,谢枋得,宋,182,27801,117.421311,28.401876,弋陽,,,,
1611,任希夷,宋,182,19078,103.83145905,30.05050087,眉州,,,,
1612,释云岫,宋,182,,,,,,,,
1613,刘应时,宋,181,33596,121.444199,29.979195,慈溪,,,,
1614,曾极,宋,180,48488,116.351341,27.984781,臨川,,,,
1615,吴锡畴,宋,180,17530,118.17577362,29.781190872,休寧,,,,
1616,李至,宋,179,8074,114.563645,38.14011,真定,,,,
1617,真山民,宋,179,15263,119.913009,28.448732,麗水,,,,
1618,蒋之奇,宋,178,461,119.814385,31.363638,宜興,,,,
1619,武衍,宋,177,42211,114.34333,34.785477,開封府,,,,
1620,崔敦诗,宋,175,7360,120.854645,32.010471,靜海,,,,
1621,张抡,宋,174,46748,114.34333,34.785477,開封府,,,,
1622,释慧性,宋,173,,,,,,,,
1623,郭应祥,宋,172,45282,115.398987,28.015566,臨江軍,,,,
1624,史铸,宋,172,39215,120.578262,30.004515,山陰,,,,
1625,蔡肇,宋,172,1648,119.569855,31.995802,丹陽,,,,
1626,李昉,宋,170,8075,115.736023,38.245987,饒陽,,,,
1627,阮阅,宋,170,33284,114.398954,27.791904,宜春,,,,
1628,李昭玘,宋,170,13565,116.08870697,35.396209717,鉅野,,,,
1629,慕容彦逢,宋,170,10451,119.814385,31.363638,宜興,,,,
1630,方信孺,宋,169,7029,119.011101,25.433954,莆田,,,,
1631,徐俯,宋,169,8060,114.559631,29.038708,分寧,,,,
1632,陶梦桂,宋,169,48141,116.259071,28.364485,進賢,,,,
1633,潘阆,宋,168,33902,119.437187,32.39127,江都,,,,
1634,史达祖,宋,167,39168,114.34333,34.785477,開封府,,,,
1635,卢祖皋,宋,167,52213,120.653221,28.018291,永嘉,,,,
1636,张道洽,宋,166,47268,118.404884,29.14485,開化,,,,
1637,张伯玉,宋,166,47127,118.323784,27.038864,建安,,,,
1638,杨蟠,宋,166,2020,120.168625,30.294125,錢塘,,,,
1639,黄机,宋,165,48674,120.227981,29.260567,東陽,,,,
1640,曾觌,宋,164,44877,114.34333,34.785477,開封府,,,,
1641,陈楠,宋,163,47558,114.273606,23.172247,博羅,,,,
1642,释子益,宋,162,,,,,,,,
1643,蒋捷,宋,160,,,,,,,,
1644,王同祖,宋,157,24875,119.649918,29.104712,金華,,,,
1645,方凤,宋,157,,,,,,,,
1646,李质,宋,156,24656,115.701694,34.704596,楚丘,,,,
1647,李清照,宋,156,19713,118.478098,36.69748,青州,,,,
1648,钱惟演,宋,155,8006,120.168625,30.294125,錢塘,,,,
1649,崔敦礼,宋,155,10210,120.854645,32.010471,靜海,,,,
1650,包恢,宋,154,10767,116.627449,27.559717,南城,,,,
1651,赵崇嶓,宋,154,,,,,,,,
1652,葛天民,宋,152,10070,120.578262,30.004515,山陰,,,,
1653,罗与之,宋,152,52852,,,,,,,
1654,陈郁,宋,151,,,,,,,,
1655,蔡松年,宋,151,,,,,,,,
1656,吕颐浩,宋,150,1310,117.00148773,36.650131226,歷城,,,,
1657,朱槔,宋,149,11905,117.844589,29.244728,婺源,,,,
1658,洪迈,宋,147,10157,116.663833,28.994167,鄱陽,,,,
1659,利登,宋,146,33316,109.02697,32.693626,西城,,,,
1660,高观国,宋,144,43615,120.578262,30.004515,山陰,,,,
1661,宋高宗,宋,144,,,,,,,,
1662,释法薰,宋,144,53344,103.831459,30.050497,眉山,,,,
1663,王遂,宋,143,12053,119.57061768,31.74697876,金壇,,,,
1664,马之纯,宋,142,20697,120.227981,29.260567,東陽,,,,
1665,谌祜,宋,142,,,,,,,,
1666,袁去华,宋,141,44261,115.377151,28.70723,奉新,,,,
1667,赵公豫,宋,141,14746,120.733788,31.646582,常熟,,,,
1668,释普宁,宋,141,,,,,,,,
1669,张载,宋,140,11658,107.796328,34.478271,郿縣,,,,
1670,释月涧,宋,140,,,,,,,,
1671,陈瓘,宋,139,7128,117.781792,26.39761,沙縣,,,,
1672,吴儆,宋,139,17527,118.17577362,29.781190872,休寧,,,,
1673,张炜,宋,139,535915,119.321577,26.073954,福州,,,,
1674,杨备,宋,139,12944,120.618622,31.31271,吳縣,,,,
1675,方千里,宋,138,38472,118.86764526,28.956821442,衢州,,,,
1676,释道冲,宋,138,,,,,,,,
1677,潘牥,宋,137,21259,119.321577,26.073954,閩縣,,,,
1678,王仲修,宋,137,17934,104.077995,30.650385,華陽,,,,
1679,释惠崇,宋,137,53637,,,,,,,
1680,綦崇礼,宋,137,15286,119.106499,36.702705,北海,,,,
1681,戴昺,宋,136,27758,121.258354,28.642613,黃巖,,,,
1682,释师体,宋,135,53497,121.12059784,28.843132019,台州,,,,
1683,张公庠,宋,135,47025,,,,,,,
1684,沈瀛,宋,134,25150,120.084801,30.553133,德清,,,,
1685,周彦质,宋,134,508,118.615936,28.735312,江山,,,,
1686,徐经孙,宋,133,27784,115.785782,28.197754,豐城,,,,
1687,汪应辰,宋,133,1759,118.240181,28.679602,玉山,,,,
1688,释契嵩,宋,132,34789,110.913522,23.378511,鐔津,,,,
1689,释晓莹,宋,131,40681,,,,,,,
1690,杨泽民,宋,130,49629,115.831779,27.426289,樂安,,,,
1691,徐侨,宋,130,16504,120.071625,29.300087,義烏,,,,
1692,李龙高,宋,129,,,,,,,,
1693,王谌,宋,128,37420,,,,,,,
1694,毛珝,宋,128,13221,118.615936,28.735312,江山,,,,
1695,金朋说,宋,128,46069,118.17577362,29.781190872,休寧,,,,
1696,杨奂,宋,128,,,,,,,,
1697,卫泾,宋,127,12066,120.753204,30.767469,嘉興,,,,
1698,金履详,宋,127,,,,,,,,
1699,尤袤,宋,124,14856,120.297668,31.574614,無錫,,,,
1700,张尧同,宋,124,29561,120.753204,30.767469,嘉興,,,,
1701,胡仲参,宋,124,30218,112.508995,37.557182,清源,,,,
1702,赵友直,宋,124,50334,,,,,,,
1703,易士达,宋,123,,,,,,,,
1704,石延年,宋,122,22278,115.646072,34.447662,宋城,,,,
1705,杜安世,宋,122,40293,108.94420624,34.266605377,京兆府,,,,
1706,释义青,宋,122,53708,118.478098,36.69748,青州,,,,
1707,释克勤,宋,122,53256,103.94506836,30.99187851,彭州,,,,
1708,张榘,宋,121,36229,,,,,,,
1709,释法泰,宋,121,53322,,,,,,,
1710,释慧方,宋,120,,,,,,,,
1711,范镇,宋,119,,,,,,,,
1712,张玉孃,宋,119,47048,119.485344,28.450748,松陽,,,,
1713,卢襄,宋,118,52190,118.86764526,28.956821442,衢州,,,,
1714,释遵式,宋,117,40794,121.026558,29.138258,天台,,,,
1715,刘子寰,宋,116,51886,118.10537,27.33988,建陽,,,,
1716,仲殊,宋,116,,,,,,,,
1717,熊禾,宋,115,,,,,,,,
1718,张明中,宋,115,,,,,,,,
1719,程颢,宋,115,3102,112.38263,34.665276,洛陽,,,,
1720,陈三聘,宋,114,47690,120.618622,31.31271,平江府,,,,
1721,赵以夫,宋,114,14811,119.518837,25.959837,長樂,,,,
1722,徐似道,宋,113,25192,121.258354,28.642613,黃巖,,,,
1723,释延寿,宋,113,53268,119.569855,31.995802,丹陽,,,,
1724,潘玙,宋,113,,,,,,,,
1725,曹冠,宋,112,45551,120.227981,29.260567,東陽,,,,
1726,许尚,宋,112,45360,121.227638,31.009476,華亭,,,,
1727,柴望,宋,111,43215,118.615936,28.735312,江山,,,,
1728,许应龙,宋,111,24274,119.321577,26.073954,閩縣,,,,
1729,王沂孙,宋,109,,,,,,,,
1730,林光朝,宋,109,10612,119.011101,25.433954,莆田,,,,
